id,Program Type,Program Name,Community Area,Activity Status,lat,lon
2623,PANTRY,Greater Progressive MBC Church,North Lawndale,INACTIVEFB,41.8581204,-87.71726310000001
2624,PANTRY,Mary McDowell  Settlement,New City,INACTIVEAG,41.8011253,-87.6589376
2625,PANTRY,Lawndale Christian Reformed Ch,North Lawndale,INACTIVEFB,41.8648675,-87.72478029999999
2626,PANTRY,Douglas Park Baptist Church,North Lawndale,INACTIVEAG,41.856373,-87.705725
2627,PANTRY,United Faith Temple Pantry,West Englewood,INACTIVEAG,41.784742,-87.66520600000001
2628,PANTRY,Quinn Chapel AME Church,Near South Side,INACTIVEFB,41.8490786,-87.6250771
2629,PANTRY,Canaan A.M.E. Church Pantry,Maywood,ACTIVE,41.88030430000001,-87.8500868
2630,SOUP KITCH,CHASE HOUSE: KINGDOM HEADSTART,Austin,INACTIVEAG,41.885962,-87.764553
2631,SCHOOL,GREATER HOLY TEMPLE HEADSTART,Austin,INACTIVEAG,41.8887027,-87.7679837
2632,PANTRY,CHASE HOUSE: COMMUNITY PROGRAM,East Garfield Park,INACTIVEAG,41.8717757,-87.69874899999999
2633,PANTRY,Christ Temple COC Food Pantry,New City,ACTIVE,41.797997,-87.66506299999999
2634,PANTRY,Fellowship MBC Food Pantry,Fuller Park,ACTIVE,41.81139779999999,-87.6329943
2635,PANTRY,First Baptist Congregational,Near West Side,ACTIVE,41.8829897,-87.66727519999999
2636,PANTRY,Greater Holy Temple C.O.G.I.C.,East Garfield Park,ACTIVE,41.8856662,-87.6967379
2637,PANTRY,St. James Catholic Church,Maywood,INACTIVEAG,41.8850258,-87.8399489
2638,PANTRY,Faith Deliverance Temple,North Lawndale,INACTIVEFB,41.8609591,-87.71448590000001
2639,PANTRY,Door Of Hope Mission PY,Washington Park,INACTIVEFB,41.7979219,-87.6204975
2640,PANTRY,Sunlight of The Spirit,East Garfield Park,INACTIVEFB,41.8869168,-87.70628579999999
2641,PANTRY,Glory Tabernacle Church,Maywood,INACTIVEFB,41.888337,-87.85954799999999
2642,PANTRY,Intellectuals Food Pantry,Oak Park,INACTIVEAG,41.893033,-87.77551000000001
2643,PANTRY,Mt. Pisgah MBC,Grand Boulevard,INACTIVEAG,41.8108425,-87.617015
2644,PANTRY,St. Elizabeth Church SVDP,Grand Boulevard,ACTIVE,41.820122,-87.6242034
2645,PANTRY,Siloam Baptist Church,North Lawndale,INACTIVEFB,41.8602,-87.7070559
2646,PANTRY,Wentworth Gardens food pantry,Armour Square,INACTIVEAG,41.8236279,-87.6325209
2647,PANTRY,New Mt. Calvary Baptist Church,West Englewood,ACTIVE,41.7723209,-87.67083679999999
2648,PANTRY,Bethel Imani Lutheran Pantry,Englewood,ACTIVE,41.781173,-87.648135
2649,PANTRY,Fairfield Baptist Church,New City,INACTIVEFB,41.8010894,-87.6618888
2650,PANTRY,Our Lady of Lourdes: Keeler,North Lawndale,INACTIVEFB,41.8608919,-87.7301919
2651,PANTRY,St. Agatha's Food Pantry,North Lawndale,ACTIVE,41.8622899,-87.7049487
2652,PANTRY,Monroe Church of Christ,East Garfield Park,INACTIVEFB,41.8799274,-87.7087134
2653,PANTRY,Mission of Christ Lutheran Ch,Humboldt Park,ACTIVE,41.9056131,-87.7286412
2654,PANTRY,Breakthrough Urban Ministries,East Garfield Park,ACTIVE,41.88778,-87.710066
2655,PANTRY,Praise Temple of Restoration,West Garfield Park,INACTIVEFB,41.880907,-87.7324255
2656,PANTRY,"Youth Advantage, Inc.",Chicago Lawn,INACTIVEFB,41.7783971,-87.703755
2657,PANTRY,Gethsemane COGIC,West Englewood,INACTIVEAG,41.7670052,-87.6553655
2658,PANTRY,City of Refuge Ministries,North Lawndale,INACTIVEFB,41.8608919,-87.7301919
2659,PANTRY,Old St. Paul M.B. Church,Humboldt Park,INACTIVEAG,41.8913126,-87.7060843
2660,PANTRY,Hope Food Pantry,Austin,ACTIVE,41.89655,-87.7730184
2661,PANTRY,Keystone Baptist Church,West Garfield Park,ACTIVE,41.884351,-87.727178
2662,PANTRY,Chicago City Church,Englewood,INACTIVEFB,41.8132196,-87.6293226
2663,PANTRY,Holy Gates of Zion M.B.C.,West Garfield Park,INACTIVEFB,41.8992648,-87.7259468
2664,PANTRY,MYSI Corporation,Near West Side,INACTIVEFB,41.8834409,-87.6517216
2665,PANTRY,Chetwyn Rodgers Drive,Austin,INACTIVEFB,41.8815372,-87.74505309999999
2666,PANTRY,Star of David Outreach,Austin,ACTIVE,41.9097288,-87.7595587
2667,PANTRY,A Safe Haven Foundation: PY,North Lawndale,ACTIVE,41.8668339,-87.69551969999999
2668,PANTRY,Harmony Comm. Baptist Church,North Lawndale,ACTIVE,41.8546396,-87.7166991
2669,PANTRY,TSA: Chicago Temple,Near West Side,ACTIVE,41.8817735,-87.665273
2670,PANTRY,True Tabernliacle Ministries,East Garfield Park,INACTIVEFB,41.8735235,-87.6977861
2671,PANTRY,Second Presbyterian Church,Near South Side,ACTIVE,41.8557295,-87.6243688
2672,GCFD-MP,Walls Memorial,East Garfield Park,INACTIVEFB,41.8782843,-87.7015089
2673,GCFD-MP,Our Lady of the Angels,Humboldt Park,INACTIVEFB,41.8960637,-87.72155939999999
2674,PANTRY,Gospel Truth Life Food Pantry,Austin,INACTIVEFB,41.9013335,-87.7497118
2675,PANTRY,New Life Christian Fellowship,Oak Park,ACTIVE,41.90917779999999,-87.7824005
2676,PANTRY,Manna Food Pantry,North Lawndale,ACTIVE,41.8652644,-87.7168689
2677,PANTRY,St. Mark ICC - Food Pantry,Austin,INACTIVEAG,41.8960464,-87.75346619999999
2678,PANTRY,United Mission in Christ Ch.,Austin,INACTIVEAG,41.9076308,-87.7746992
2679,PANTRY,First New Life Baptist Church,Austin,INACTIVEAG,41.8966493,-87.76788789999999
2680,PANTRY,"NTO-OTONG Association USA, Inc",New City,ACTIVE,41.800962,-87.670124
2681,PANTRY,Open Hands (Minds) Foundation,Maywood,INACTIVEFB,41.8952726,-87.8351503
2682,PANTRY,Shepherd's Hope,Englewood,ACTIVE,41.7897093,-87.6416735
2683,PANTRY,Westside Youth Council Cmte,Austin,INACTIVEFB,41.8870295,-87.7569057
2684,PANTRY,Greater St. John C.O.G.I.C.,Austin,INACTIVEFB,41.8887027,-87.7679837
2685,PANTRY,"Vision of Restoration, Inc.",Maywood,ACTIVE,41.8787086,-87.85043750000001
2686,PANTRY,Pilgrim Rest M.B.C.,Near West Side,ACTIVE,41.88293729999999,-87.6744812
2687,PANTRY,Road to Righteousness,West Garfield Park,INACTIVEFB,41.8807918,-87.7343897
2688,PANTRY,Christ Evangelical Lutheran Ch,Austin,ACTIVE,41.9077749,-87.760525
2689,PANTRY,Proviso Leyden Council for,Maywood,INACTIVEFB,41.8790464,-87.8381388
2690,PANTRY,African American Leadership,Grand Boulevard,INACTIVEFB,41.8200078,-87.6171583
2691,PANTRY,Kingdom Builders Christian Cen,West Englewood,ACTIVE,41.7796309,-87.6661633
2692,PANTRY,South Loop Community Church,Near South Side,ACTIVE,41.86452329999999,-87.6269949
2693,PANTRY,Care and Share Food Pantry,West Garfield Park,ACTIVE,41.8822267,-87.7388438
2694,PANTRY,Greater Rose Hill MB Church/,North Lawndale,ACTIVE,41.8664073,-87.70441260000001
2695,PANTRY,Coppin Community Center,Washington Park,ACTIVE,41.792052,-87.6219
2696,PANTRY,Gorham United Methodist Ch.,Washington Park,INACTIVEAG,41.79278559999999,-87.6209986
2697,PANTRY,Haske Rasuloolah Center,New City,INACTIVEAG,41.8061077,-87.6645137
2698,PANTRY,Restoration Outreach Min.,West Garfield Park,INACTIVEFB,41.8704945,-87.72510779999999
2699,PANTRY,Tiberia Baptist Church,North Lawndale,INACTIVEFB,41.8664469,-87.7230367
2700,PANTRY,New Life Ministries Church of,Oak Park,ACTIVE,41.893033,-87.77551000000001
2701,PANTRY,Grace Memorial Baptist Church,North Lawndale,INACTIVEFB,41.8607899,-87.73601930000001
2702,PANTRY,St. James Unity Baptist Church,East Garfield Park,ACTIVE,41.86982829999999,-87.7010943
2703,PANTRY,Jesse Brown V.A.M.C.,Near West Side,ACTIVE,41.8702237,-87.67768480000001
2704,PANTRY,Word of Truth Deliverance Min.,North Lawndale,INACTIVEAG,41.8631752,-87.7163546
2705,PANTRY,Carey Tercentenary AME Church,North Lawndale,ACTIVE,41.8610254,-87.71077679999999
2706,PANTRY,Believe in Thine Heart Min.,West Englewood,ACTIVE,41.7847965,-87.6646449
2707,PANTRY,C.T. Baker Performing Arts Ctn,Maywood,ACTIVE,41.8841707,-87.8387698
2708,PANTRY,Mount Olive Baptist Church,West Englewood,ACTIVE,41.7778012,-87.66507700000001
2709,PANTRY,Metropolitan Community Outreac,Grand Boulevard,ACTIVE,41.8108454,-87.6200905
2710,PANTRY,Word of Life Christian Min.,Austin,INACTIVEFB,41.8924942,-87.76685669999999
2711,PANTRY,Kingdom Baptist Church,Austin,ACTIVE,41.885962,-87.764553
2712,PANTRY,St. Francis of Assisi Parish,Humboldt Park,ACTIVE,41.8981588,-87.7362575
2713,PANTRY,Hines VA Hospital,Hines,ACTIVE,41.8610512,-87.8411362
2714,PANTRY,Wells Temple of Deliverance,West Garfield Park,ACTIVE,41.8808017,-87.69551630000001
2715,PANTRY,Heritage International,Austin,ACTIVE,41.90963430000001,-87.75908620000001
2716,PANTRY,Gorham United Methodist Ch.,Washington Park,ACTIVE,41.79278559999999,-87.6209986
2717,PANTRY,Grace Central Church,Westchester,ACTIVE,41.86882079999999,-87.8783272
2718,SHELTER,Thresholds Southwest,Chicago Lawn,INACTIVEFB,41.779149,-87.70111539999999
2719,SHELTER,St. Leonard's Ministries,Near West Side,ACTIVE,41.8785297,-87.67183159999999
2720,GROUP HOME,TAB House,East Garfield Park,INACTIVEFB,41.8829086,-87.693711
2721,SHELTER,The Joshua Ministries SH,East Garfield Park,INACTIVEAG,41.8782843,-87.7015089
2722,SHELTER,Washington-King Resource Ctr.,Washington Park,INACTIVEFB,41.7909735,-87.6266977
2723,GROUP HOME,Primo Center for Wmn & Chld SH,West Garfield Park,INACTIVEFB,41.881805,-87.7323694
2724,SHELTER,Habilitative Systems Inc.,Austin,ACTIVE,41.8746004,-87.74237
2725,GROUP HOME,Holy Cross Mission,Near West Side,INACTIVEAG,41.8837104,-87.651127
2726,SHELTER,A Safe Haven Foundation: SH,North Lawndale,ACTIVE,41.8668339,-87.69551969999999
2727,SHELTER,Olive Branch Mission,Chicago Lawn,ACTIVE,41.7788866,-87.682664
2728,GROUP HOME,Leslie's Place,Humboldt Park,ACTIVE,41.8995112,-87.72157709999999
2729,SHELTER,TSA: Adult Rehab Center,West Town,ACTIVE,41.8916184,-87.64464579999999
2730,SHELTER,Deborah's Place: Dolores',Near North Side,ACTIVE,41.9102067,-87.6389377
2731,SHELTER,Neopolitan Lighthouse,Humboldt Park,ACTIVE,41.894198,-87.708595
2732,SHELTER,Thresholds Bridge West,Austin,INACTIVEAG,41.8867473,-87.7702814
2733,GROUP HOME,HRDI Women's Program,West Englewood,INACTIVEFB,41.772046,-87.655253
2734,SHELTER,The Boulevard of Chicago the,Humboldt Park,ACTIVE,41.8905594,-87.71347229999999
2735,SHELTER,Hope House,North Lawndale,INACTIVEFB,41.8660128,-87.7151514
2736,SHELTER,Mother's House I,Humboldt Park,INACTIVEFB,41.8975639,-87.7142271
2737,SHELTER,Night Ministry,West Town,ACTIVE,41.9018067,-87.6628254
2738,SHELTER,House of Mary & Joseph: SH,East Garfield Park,ACTIVE,41.8738051,-87.6945448
2739,SHELTER,House of Daniel (Outreach Mis),Near West Side,INACTIVEAG,41.880799,-87.68544899999999
2740,SHELTER,St. Leonard's Ministries,Near West Side,ACTIVE,41.8824276,-87.679284
2741,SHELTER,Tabitha Community Services,Austin,INACTIVEAG,41.8904355,-87.76339
2742,SHELTER,Nahamani Family Service Center,Austin,INACTIVEFB,41.9000691,-87.7523179
2743,SHELTER,Mother's House II,Austin,INACTIVEFB,41.8862445,-87.7731034
2744,SHELTER,Genesis House,East Garfield Park,INACTIVEFB,41.880723,-87.6969236
2745,SHELTER,Cathedral  Shelter (Shelter),Near West Side,INACTIVEAG,41.87855589999999,-87.66625959999999
2746,GROUP HOME,Gateway Foundation II,West Garfield Park,INACTIVEFB,41.86922269999999,-87.7215322
2747,SHELTER,Clara's House Shelter,West Englewood,INACTIVEFB,41.7814144,-87.666338
2748,SHELTER,The Inner Voice,West Garfield Park,INACTIVEFB,41.87713249999999,-87.73761119999999
2749,SHELTER,Pacific Garden Mission,Near West Side,ACTIVE,41.86197689999999,-87.6398731
2750,SHELTER,God's Helping Hand SH,Austin,INACTIVEAG,41.8950237,-87.7712474
2751,SHELTER,Central American Martyrs Ctr./,New City,ACTIVE,41.8018079,-87.6616696
2752,SHELTER,Breakthrough Urban Min. SH,Humboldt Park,ACTIVE,41.8885558,-87.71400659999999
2753,SHELTER,Door Of Hope Mission SH,Washington Park,INACTIVEFB,41.7979219,-87.6204975
2754,GROUP HOME,GOSPEL LEAGUE HOME,West Town,INACTIVEFB,41.8908655,-87.652028
2755,SHELTER,Bobby E. Wright,East Garfield Park,ACTIVE,41.8805845,-87.7058122
2756,SHELTER,Jireh House,New City,INACTIVEAG,41.798652,-87.6673563
2757,GROUP HOME,Leslie's Place-Walnut,East Garfield Park,INACTIVEAG,41.885627,-87.7082099
2758,SHELTER,Ashunti Residential Recovery,Austin,ACTIVE,41.8933899,-87.749995
2759,SHELTER,Breakthrough Urban- Carrol SH,East Garfield Park,ACTIVE,41.8877809,-87.70996199999999
2760,SHELTER,Lena Washington Food & Shelter,North Lawndale,INACTIVEFB,41.8586938,-87.71000699999999
2761,SHELTER,You Can Make It,New City,ACTIVE,41.7995354,-87.650443
2762,SHELTER,Hope House-Lawndale Community,North Lawndale,ACTIVE,41.8525556,-87.7195798
2763,SHELTER,Teen Living Programs Inc.,Douglas,ACTIVE,41.8259137,-87.621641
2764,SHELTER,Catholic Charities:,Englewood,INACTIVEAG,41.7809439,-87.6488267
2765,SHELTER,Hand-N-Hand Outreach,West Garfield Park,ACTIVE,41.8867228,-87.7311806
2766,SHELTER,Franciscan Outreach Annex,East Garfield Park,INACTIVEFB,41.8782843,-87.7015089
2767,SHELTER,Catholic Char: Cooke's Manor,Hines,ACTIVE,41.8675881,-87.6395888
2768,SHELTER,New Moms Inc.,Austin,INACTIVEAG,41.894717,-87.7588602
2769,SHELTER,The Inner Voice,Near West Side,ACTIVE,41.8773308,-87.6873926
2770,SOUP KITCH,Central American Martyrs Ctr./,New City,INACTIVEAG,41.8018079,-87.6616696
2771,SOUP KITCH,FCHN Program SK,West Englewood,ACTIVE,41.7871259,-87.65610939999999
2772,SOUP KITCH,Breakthrough Urban Min. SK,Humboldt Park,INACTIVEAG,41.8885482,-87.7136522
2773,SOUP KITCH,FIFTH CITY HUMAN DEVELOPMENT,East Garfield Park,INACTIVEFB,41.8827492,-87.71011229999999
2774,SOUP KITCH,GOD'S HELPING HAND SK,Austin,INACTIVEAG,41.8950237,-87.7712474
2775,SOUP KITCH,Northwest Institute SK,Austin,INACTIVEFB,41.9025343,-87.7537794
2776,SOUP KITCH,Englewood Cares Outreach SK,West Englewood,INACTIVEAG,41.7846686,-87.6640142
2777,SOUP KITCH,Operation Pull Grant Mem. SK,Oakland,ACTIVE,41.8210196,-87.604559
2778,SOUP KITCH,LaSalle St Church Soup Kitchen,Near North Side,INACTIVEAG,41.9026045,-87.634106
2779,SOUP KITCH,Grace Misson Church,Humboldt Park,INACTIVEFB,41.8884007,-87.7137678
2781,SOUP KITCH,Fraternite Notre Dame SK,Austin,ACTIVE,41.8895087,-87.76560870000002
2782,SOUP KITCH,United Faith Tabernacle Church,Austin,INACTIVEAG,41.886935,-87.755746
2783,SOUP KITCH,Hope House,North Lawndale,INACTIVEAG,41.8660128,-87.7151514
2784,SOUP KITCH,Second Faith Temple C.O.G.I.C,Grand Boulevard,ACTIVE,41.806023,-87.61518799999999
2785,SOUP KITCH,Kenwood UCC Soup Kitchen,Kenwood,ACTIVE,41.8112387,-87.5997241
2786,SOUP KITCH,Fourth Presbyterian Church,Near North Side,ACTIVE,41.8987576,-87.62514829999999
2787,SOUP KITCH,Fourth Presbyterian Church,Near North Side,ACTIVE,41.8987576,-87.62514829999999
2788,SOUP KITCH,Operation Blessing/EveningStar,West Englewood,INACTIVEAG,41.7870155,-87.67628549999999
2789,SOUP KITCH,The Joshua Ministries SK,East Garfield Park,INACTIVEFB,41.8782843,-87.7015089
2790,SOUP KITCH,Pacific Garden Mission SK,Near West Side,INACTIVEFB,41.86197689999999,-87.6398731
2791,SOUP KITCH,J & R Foundation,West Englewood,INACTIVEFB,41.7915471,-87.66414259999999
2792,SOUP KITCH,Port Ministries,New City,INACTIVEFB,41.8024712,-87.668162
2793,SOUP KITCH,LaSalle Senior Center,Near North Side,INACTIVEAG,41.9026045,-87.634106
2794,SOUP KITCH,Fourth Presbyterian Church,Near North Side,ACTIVE,41.8952573,-87.63231820000001
2795,SOUP KITCH,A Safe Haven Foundation: SK,Near West Side,INACTIVEAG,41.880025,-87.6481519
2796,SOUP KITCH,Breaking Bread Ministries,Near North Side,ACTIVE,41.9026045,-87.634106
2797,SOUP KITCH,Catholic Char: Cooke's Manor,Hines,INACTIVEFB,41.8675881,-87.6395888
2798,SOUP KITCH,Westside Health Authority,Austin,ACTIVE,41.9021978,-87.771175
2799,SOUP KITCH,New Zion Human Resource Dev.,Near West Side,INACTIVEFB,41.8650555,-87.6744999
2800,SOUP KITCH,Fellowship MBC,Fuller Park,ACTIVE,41.81139779999999,-87.6329943
2801,SOUP KITCH,RTW Veteran Center,Washington Park,ACTIVE,41.7933405,-87.61626009999999
2802,SOUP KITCH,The Love Foundation,Humboldt Park,ACTIVE,41.8956858,-87.71432779999999
2803,SOUP KITCH,St. Stephen AME Church,East Garfield Park,ACTIVE,41.8828155,-87.7031047
2804,SEASONAL,NBL Initiative on Cancer,Near West Side,INACTIVEAG,41.8686236,-87.6676006
2805,SENIOR,H.I.C.A.,East Garfield Park,INACTIVEAG,41.8727918,-87.7191716
2806,SEASONAL,37th Ward,Austin,INACTIVEFB,41.9096936,-87.7597716
2807,SOUP KITCH,Genesis House South,New City,INACTIVEFB,41.8017881,-87.6616578
2808,PANTRY,Kaleidoscope,Near West Side,INACTIVEAG,41.8635662,-87.676373
2809,SCHOOL,Hillside Academy,Hillside,INACTIVEFB,41.8782918,-87.9074162
2810,SCHOOL,True Vine Christian Academy,Bellwood,INACTIVEFB,41.885499,-87.8616459
2811,SCHOOL,Northwest Institute (School),Austin,INACTIVEFB,41.9025343,-87.7537794
2812,SOUP KITCH,TSA: Harbor Light,Near West Side,INACTIVEAG,41.87983819999999,-87.66545409999999
2813,SEASONAL,Chris Zorich Foundation,Loop,INACTIVEFB,41.8718194,-87.629109
2814,SPECIAL,TSA: CDHS Meals Program,East Garfield Park,INACTIVEFB,41.8805104,-87.7065453
2815,SPECIAL,Sinai Pschiatry & Behav. Hlth,North Lawndale,INACTIVEFB,41.8617787,-87.69294649999999
2816,SPECIAL,S.W.A.P.,Loop,INACTIVEFB,41.8841119,-87.63030429999999
2817,GROUP HOME,D.J. Nellum Youth Services,New City,ACTIVE,41.801583,-87.6620435
2818,PANTRY,Chicago Project,Near West Side,INACTIVEFB,41.8686236,-87.6676006
2819,PANTRY,Mt. Sinai Mile Square C.M.H.C.,Near West Side,INACTIVEFB,41.88338419999999,-87.6783621
2820,PANTRY,Douglas-Tubman Child Dev. Ctr,Austin,INACTIVEAG,41.8952037,-87.7512371
2821,GROUP HOME,Aspire Group Home,Hillside,INACTIVEFB,41.880211,-87.8870836
2822,SCHOOL,Chicago Hope Academy,Near West Side,INACTIVEFB,41.8701894,-87.6805182
2823,SEASONAL,Access Comm. Health Network,North Lawndale,INACTIVEFB,41.861009,-87.69554939999999
2824,SPECIAL,Port Ministries,New City,INACTIVEFB,41.8024712,-87.668162
2825,SEASONAL,Project Happiness,Oakland,INACTIVEFB,41.8177864,-87.60629139999999
2826,PANTRY,Children's Advocacy Rooms,Near West Side,INACTIVEFB,41.8738373,-87.6416682
2827,SPECIAL,ABLA Homes,Near West Side,INACTIVEFB,41.86543289999999,-87.66196389999999
2828,SPECIAL,Cabrini Extension,Near North Side,INACTIVEFB,41.906988,-87.640581
2829,SPECIAL,Ickes Extension,Near South Side,INACTIVEFB,41.850625,-87.627388
2830,GCFD-PRO,Lawndale Gardens,South Lawndale,INACTIVEFB,41.8448164,-87.6935702
2831,PANTRY,Methodist Youth Services Inc.,Near West Side,INACTIVEFB,41.8834462,-87.65184029999999
2832,SPECIAL,Clark Academic Prep: Rep. Ford,Austin,INACTIVEFB,41.8724677,-87.7526628
2833,GROUP HOME,Mercy Home for Boys and Girls,Near West Side,ACTIVE,41.87798780000001,-87.6559377
2834,SOUP KITCH,C.D.J.,Near West Side,INACTIVEFB,41.8773092,-87.687017
2835,SPECIAL,STLS/Chicago Hopes,Loop,INACTIVEFB,41.8797693,-87.63033109999999
2836,SPECIAL,CFHCN Corporate Office,Austin,INACTIVEFB,41.88500440000001,-87.76249279999999
2837,SPECIAL,CFHCN Corporate Office,Austin,INACTIVEFB,41.90199459999999,-87.7492541
2838,SEASONAL,Christian Valley Baptist Ch.,North Lawndale,INACTIVEFB,41.8651327,-87.7101556
2839,PANTRY,Marillac House Senior Program,East Garfield Park,ACTIVE,41.8778556,-87.6991705
2840,PANTRY,Lawson House YMCA,Near North Side,INACTIVEFB,41.896854,-87.62939750000001
2841,SPECIAL,Bank of America,Loop,INACTIVEAG,41.8797848,-87.6317889
2843,SPECIAL,Harold Washington Library,Loop,INACTIVEFB,41.8763203,-87.6282014
2844,SPECIAL,Fosco Park,Near West Side,INACTIVEFB,41.8647545,-87.6573993
2845,SPECIAL,Garfield Park,East Garfield Park,INACTIVEFB,41.8814165,-87.715873
2846,SPECIAL,New Ebenezer,Humboldt Park,INACTIVEFB,41.893244,-87.7157759
2847,KIDS CAFE,Family Focus Lawndale,North Lawndale,INACTIVEFB,41.8694047,-87.71376409999999
2848,SPECIAL,TSA: Temple Corps,Near West Side,INACTIVEFB,41.8817735,-87.665273
2849,N4K,The Bogan Quarters,East Garfield Park,INACTIVEFB,41.8778807,-87.69191010000002
2850,PANTRY,America Cares Too,Forest Park,INACTIVEFB,41.8722053,-87.8114327
2851,N4K,Cook County Health & Hospitals,Near West Side,INACTIVEFB,41.87358830000001,-87.6742751
2852,GROUP HOME,New Moms Inc.,Austin,INACTIVEAG,41.894717,-87.7588602
2853,GCFD-PRO,UIC Fieldhouse - Roosevelt,Near West Side,INACTIVEFB,41.8674787,-87.6279627
2854,SPECIAL,Ashland - ACCESS,New City,ACTIVE,41.7997564,-87.6644296
2855,SOUP KITCH,TSA: Harbor Light,Humboldt Park,ACTIVE,41.8969828,-87.7095393
2856,SPECIAL,Eat and Be Well Pilot,Oak Park,ACTIVE,41.8913716,-87.77611429999999
2857,SENIORPRO,Archer Courts,Armour Square,ACTIVE,41.852005,-87.6354212
2858,SENIORPRO,Cambridge Manor,Douglas,ACTIVE,41.8446749,-87.6208928
2859,SENIOR,Chgo Dept on Aging - SW Region,Chicago Lawn,INACTIVEFB,41.7820279,-87.702849
2860,SENIORPRO,Clair House Senior Apartments,North Lawndale,ACTIVE,41.8628186,-87.72404879999999
2861,SENIORPRO,Grant Village,Oakland,ACTIVE,41.8181707,-87.6036678
2862,SENIOR,Judge Green Senior Building,Oakland,INACTIVEFB,41.8216717,-87.6023214
2863,SENIORBOX,Liberty Commons,Grand Boulevard,ACTIVE,41.8064447,-87.6162382
2864,SENIORBOX,MEDS Senior Apartments,Douglas,ACTIVE,41.8289035,-87.62405489999999
2865,SENIOR,Rockwell Senior Buildings,Near West Side,INACTIVEFB,41.877195,-87.68941099999999
2866,SENIOR,The Oaks of Dearborn Park,Loop,INACTIVEFB,41.8717422,-87.6300361
2867,SENIOR,Albany Terrace Senior Building,South Lawndale,INACTIVEFB,41.8533289,-87.7014768
2868,SENIOR,Parkview Apartments,West Garfield Park,INACTIVEAG,41.8823578,-87.7238598
2869,SENIORBOX,Lake Michigan Apartments,Oakland,ACTIVE,41.81741239999999,-87.5974365
2870,SENIOR,Margaret Ford Manor,Grand Boulevard,INACTIVEFB,41.8128037,-87.6251478
2871,SENIORBOX,Elizabeth Davis Apartments,Humboldt Park,ACTIVE,41.8893484,-87.7152684
2872,SENIORBOX,Greencastle of Garfield I,West Garfield Park,ACTIVE,41.8816237,-87.72099539999999
2873,SENIORBOX,Greencastle of Garfield II,West Garfield Park,ACTIVE,41.8816116,-87.7217879
2874,SENIOR,Austin Senior Center,Austin,ACTIVE,41.8737955,-87.7526309
2875,SENIOR,Flannery Senior Building 2,Near North Side,INACTIVEFB,41.9091675,-87.6460614
2876,SENIOR,Flannery Senior Building,Near North Side,INACTIVEFB,41.9095659,-87.6465935
2877,SENIORBOX,Good Shepherd Tower,Washington Park,ACTIVE,41.7940219,-87.6235354
2878,SENIORPRO,Elois McCoy Village Apartments,Austin,ACTIVE,41.875332,-87.742097
2879,SENIOR,Midwest Terrace,Near West Side,INACTIVEFB,41.8790645,-87.68878509999999
2880,SENIORBOX,Fred C. Matthews Sr. Housing,Grand Boulevard,ACTIVE,41.8026478,-87.62140079999999
2881,SENIOR,North Lawndale YMCA,North Lawndale,INACTIVEFB,41.8696286,-87.7125976
2882,SENIORPRO,Garfield Apartments,East Garfield Park,ACTIVE,41.8747394,-87.7183862
2883,SENIOR,Beth Anne Place,Austin,INACTIVEFB,41.9013327,-87.7496965
2884,SENIOR,Beth Anne Residences,Austin,INACTIVEFB,41.90086609999999,-87.74979719999999
2885,SENIORPRO,Midwest Terrace,Near West Side,ACTIVE,41.8790645,-87.68878509999999
2886,SENIOR,YMCA of Metropolitan Chicago,Near North Side,INACTIVEFB,41.8969138,-87.629573
2887,SENIORPRO,Willa Rawls Manor,Grand Boulevard,ACTIVE,41.8197158,-87.6218873
2888,SENIORBOX,Minnie Riperton Apartments,Fuller Park,ACTIVE,41.8167872,-87.63459639999999
2889,SENIORPRO,West Haven Homes,New City,ACTIVE,41.7944945,-87.6472804
2890,SENIOR,Parkside Apartments,Austin,INACTIVEFB,41.8883301,-87.7667968
2891,SENIOR,Zelda Ormes Apartments,Near North Side,INACTIVEFB,41.9033788,-87.6323292
2892,SENIORBOX,North Orchard Place,Lincoln Park,ACTIVE,41.9111944,-87.6462251
2893,SENIOR,Marillac House Senior Program,East Garfield Park,INACTIVEFB,41.877124,-87.698431
2894,SENIOR,Our Lady of Angels-OA Meals,Humboldt Park,INACTIVEFB,41.8960637,-87.72155939999999
2895,SENIOR,Hope Senior Program,Austin,INACTIVEFB,41.896842,-87.7725619
2896,SENIOR,Calumet Village - Senior Apts,Grand Boulevard,INACTIVEFB,41.8198486,-87.6180875
2897,SENIOR,Wentworth Gardens,Armour Square,INACTIVEFB,41.8273071,-87.632609
2898,SENIOR,Evergreen Tower I - IFI Market,Near North Side,INACTIVEFB,41.9067228,-87.6405951
2899,SENIOR,Evergreen Tower II -IFI Market,Near North Side,INACTIVEFB,41.906988,-87.640581
2900,SENIOR,LaSalle Neighbors,Near North Side,ACTIVE,41.9026045,-87.634106
2901,SENIOR,TSA: Booth Manor,Near West Side,INACTIVEAG,41.8818091,-87.66472859999999
2902,SENIOR,Southwest Senior Center,Chicago Lawn,ACTIVE,41.7820279,-87.702849
2903,SENIORBOX,TRC Senior Village,Washington Park,ACTIVE,41.7987362,-87.6173583
2904,SENIORBOX,Congressman Collins Apts,Near West Side,ACTIVE,41.8630205,-87.6553512
2905,SENIOR,The Oaks Senior Apartments,Oak Park,INACTIVEFB,41.886553,-87.776485
2906,SENIORBOX,Wentworth Gardens,Armour Square,ACTIVE,41.8273071,-87.632609
