Activity Status,Program Number,Agency Number,Community Area,Program Type,Program Name,Hours,Contact,Description,Shipping Address,Shipping City,Shipping Zip,Service Areas,Aldermanic Ward,Cook County Commissioner Code,State Rep District,State Senator District,US Congressional District Code,FY13 - Lbs Dist,FY14 - Lbs Dist,FY15 - Lbs Dist,FY16 Lbs Dist,_,FY13 - Inds Serv,FY14 - Inds Serv,FY15 - Inds Serv,FY16  - Inds Serv,_,FY13 - Meals Served (meal programs),FY14 - Meals Served (meal programs),FY15 - Meals Served (meal programs),FY16 Meals Served (meal programs),,
INACTIVEAG,PY00336,A00058,New City,PANTRY,Mary McDowell  Settlement,1st and 2nd Friday: 9:00 a.m to 2:00 p.m.,Josephine Robinson,Pantry,1335  West  51st  Street,Chicago,60609,,20,11,6,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00338,A00071,North Lawndale,PANTRY,Lawndale Christian Reformed Ch,2nd and 4th Wednesday: 11:00 am - 1:00 pm,Jim Wolf,General Public Food Pantry.,1241 S Pulaski Rd,Chicago,60623,Cook County,24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,PY00347,A00094,North Lawndale,PANTRY,Douglas Park Baptist Church,Wednesday: 10:00 am - 12:00 pm,Nancy Robinson,General Public Food Pantry. Clients can visit once a month. ID Required,1838-1846 S Kedzie Ave,Chicago,60623,Zip Codes: 60623 and 60632,24,2,9,5,7,"150,150","164,462","162,305","39,928",,"19,020","20,860","16,868","3,952",,0,0,0,0,,
INACTIVEAG,PY00378,A00567,West Englewood,PANTRY,United Faith Temple Pantry,Saturday: 10:00 am - 12:00 pm,Sarah Easter,General Public Food Pantry. Clients can visit every Saturday.,6005 S Marshfield Ave,Chicago,60636,"Zip Codes: 60609, 60629, 60632, 60636, 60638, and 60652",15,2,6,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00384,A00074,Near South Side,PANTRY,Quinn Chapel AME Church,1st & 3rd Thursday: 11:00 am - 1:00 pm,,General Public Food Pantry. Clients can visit twice a month. ID Required.,2401 S Wabash Ave,Chicago,60616,Cook County,3,2,5,3,7,-430,0,0,0,,"3,207",0,0,0,,0,0,0,0,,
ACTIVE,PY00388,A00271,Maywood,PANTRY,Canaan A.M.E. Church Pantry,"Thursday: 10:00 am - 12:00 pm, Emergency hours: M-F: 10:00 am - 2:00 pm",Lynn Miller,General Public Food Pantry. Clients can visit twice a month. ID Required.,801 S 14th Ave,Maywood,60153,"Bellwood, Maywood, Hillside, Berkeley, Forest Park and Westchester",,1,7,4,7,"108,948","96,714","101,892","133,753",,"14,046","14,629","12,796","12,113",,0,0,0,0,,
INACTIVEAG,PY00397,A00298,Austin,SOUP KITCH,CHASE HOUSE: KINGDOM HEADSTART,Noon-2pm,Ms. Trotter,Mass distribution pantry,301 North Central Avenue,Chicago,60644,,37,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,PY00398,A00302,Austin,SCHOOL,GREATER HOLY TEMPLE HEADSTART,none,Barbara Tucker,"Pantry mass distribution: picks up & distributes food immediately afterwards, pantry is for parents of daycare clients",5701 W. Midway Park,Chicago,60644,,29,1,78,39,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,PY00399,A00330,East Garfield Park,PANTRY,CHASE HOUSE: COMMUNITY PROGRAM,3-5pm,Barbara Wilson,Agency is closed during the summer,736 South Francisco,Chicago,60624,,28,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,PY00403,A00527,New City,PANTRY,Christ Temple COC Food Pantry,1st and 3rd Wednesday: 11:00 am - 1:00 pm,Eld.Jinka Arnold,General Public Food Pantry. Clients can visit twice a month. ID Required.,5252 S Ashland Ave,Chicago,60609,N: 47th St - S: 55 th St; W: Racine - E: Damen,16,11,6,3,7,"24,424","20,818","24,626","23,286",,"2,360","2,070","2,235","1,574",,0,0,0,0,,
ACTIVE,PY00409,A00045,Fuller Park,PANTRY,Fellowship MBC Food Pantry,4th Saturday: 8:00 am - 11:00 am; Emergency hours: Tuesday-Friday: 9 am-5 pm,LaVorn Hale,General Public Food Pantry. Clients can visit once a month. ID Required.,4543 S Princeton Ave,Chicago,60609,Cook County,3,2,6,3,7,"28,522","27,953","24,775","32,791",,"5,698","6,902","4,558","4,660",,0,0,0,0,,
ACTIVE,PY00410,A00152,Near West Side,PANTRY,First Baptist Congregational,Tuesday: 10:00 am - 12:00 pm,Rev. Carolyn Lewis,General Public Food Pantry. Clients can visit once a week. ID Required.,1613 W Washington Blvd,Chicago,60612,"N: Fullerton Ave (2400N); S: Cermak Rd (2200S); E: State Street (0W); W: Cicero Ave (4800W), Greater Chicago Area",27,2,10,5,7,"89,963","86,761","96,972","91,074",,"4,765","4,861","5,805","5,331",,0,0,0,0,,
ACTIVE,PY00415,A00153,East Garfield Park,PANTRY,Greater Holy Temple C.O.G.I.C.,Friday: 5:00 pm - 6:30 pm Closed on the 5th Friday,Beverly Janney,General Public Food Pantry. Clients can visit twice a month. ID Required.,246 N California Ave,Chicago,60612,Zip Code: 60612: N: Chicago Ave; S: Roosevelt Ave; W: Kedzie Ave; E: Ashland Ave,27,1,10,5,7,"21,554","16,181","14,661","12,446",,"3,140","1,884","1,733","1,446",,0,0,0,0,,
INACTIVEAG,PY00422,A00122,Maywood,PANTRY,St. James Catholic Church,Tuesdays and Fridays 1P-4P,Jesus Lopez,"Serves primarily Maywood, but will serve other communities.  Provides social service referrals as needed.",305 South 6th Avenue,Maywood,60153,no boundaries,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00424,A00692,North Lawndale,PANTRY,Faith Deliverance Temple,Every Wednesday 11- 1pm,Mrs. Hoskins,Public pantry,3540 W. 15th. St.,Chicago,60623,Kedzie - Cicero -- 2nd - Eisenhower Expway,24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00428,A00069,Washington Park,PANTRY,Door Of Hope Mission PY,Tues & Thurs. 5-7pm,Coco Jackson,Pantry,5313 S. Indiana,Chicago,60615,,3,2,5,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00432,A00917,East Garfield Park,PANTRY,Sunlight of The Spirit,Wednesday: 6:00 pm - 8:00 pm and Thursday: 10:00 am - 12:00 pm,Constance Bolton,General Public Food Pantry. Clients can visit four times a month. ID Required.,312 N Kedzie Ave,Chicago,60612,"N: Armitage - S: Jackson, W: Homan - E: Western",28,1,10,5,7,"161,308","216,262","139,841",0,,"25,977","29,699","16,658",0,,0,0,0,0,,
INACTIVEFB,PY00435,A00919,Maywood,PANTRY,Glory Tabernacle Church,Every Thurs.  5P-7P,Mary Coleman,Pantry is open to the general public.  Will serve clients from ANY where.  Will also deliver food to homebound clients if necessary. Agency also provides relationship/marriage/addiction/parenting/youth counseling.,2109 Saint Charles Rd,Maywood,60153,Cook County,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,PY00441,A00831,Oak Park,PANTRY,Intellectuals Food Pantry,2nd and 4th Sunday of every month: 12:00 p.m. to 2:00 p.m.,Edward Kapambwe,"General public pantry.  Agency primarily serves Oak Park, Maywood, River Forest, Melrose Park and Bellwood.",634 N. Austin Blvd,Oak Park,60302,Greater Oak Park area,,1,78,39,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,PY00442,A00943,Grand Boulevard,PANTRY,Mt. Pisgah MBC,"Sat 10A-12:30P, Emerg Mon-Sun 8A-5P",Jennifer Holmes,"General public pantry.  Agency has emergency hours Mon-Sun 8A-5P.  General service area is Bronzeville, but there are no restictions for service areas.",4600 South King Drive,Chicago,60653,,3,3,26,13,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,PY00448,A00143,Grand Boulevard,PANTRY,St. Elizabeth Church SVDP,Saturday: 11:00 am - 1:00 pm,Theresa Dishman,General Public Food Pantry. Clients can visit once a month. ID Required.,50 E 41st St,Chicago,60653,35th - 51st and Lake Shore Dr - Dan Ryan,3,3,5,3,7,"55,442","36,513","37,457","39,212",,"3,812","3,623","3,379","3,120",,0,0,0,0,,
INACTIVEFB,PY00449,A00126,North Lawndale,PANTRY,Siloam Baptist Church,Tuesday: 11:00 am - 1:00 pm,Imell McCarthy,General Public Food Pantry. Clients can visit once a month. ID Required.,1522 S Sawyer Ave,Chicago,60623,N: 1200 Roosevelt; S: 2200 Cermak; W: 3400 Homan; E: 3100 Albany,24,2,9,5,7,"50,169","37,793",0,0,,"8,232","6,531",0,0,,0,0,0,0,,
INACTIVEAG,PY00455,A00958,Armour Square,PANTRY,Wentworth Gardens food pantry,Fridays: 1:00-3:00pm,Mary Rias,General Public Food Pantry,260 W. Pershing Rd,Chicago,60609,"N:31st - S:55th, E:King Dr. - W:Halsted",3,2,5,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,PY00464,A00974,West Englewood,PANTRY,New Mt. Calvary Baptist Church,Monday: 2:30 pm - 4:30 pm,Linda Robinson,General Public Food Pantry. Clients can visit twice a month. ID Required.,1850 W Marquette Rd,Chicago,60636,"N: 55th St - S: 75th St, E: Racine. W: Western",15,2,32,16,7,"339,731","335,560","262,943","233,779",,"41,357","35,237","26,157","19,164",,0,0,0,0,,
ACTIVE,PY00470,A00346,Englewood,PANTRY,Bethel Imani Lutheran Pantry,Monday: 4:00 pm - 6:00 pm,Shirley Moore,General Public Food Pantry. Clients can visit once a month. ID Required.,6201 S Sangamon St,Chicago,60621,55th - 79th and State - Western,16,2,6,3,7,"9,040","47,381","10,305","51,004",,"1,067","7,913","1,168","2,614",,0,0,0,0,,
INACTIVEFB,PY00472,A00979,New City,PANTRY,Fairfield Baptist Church,Thursdays 10 am- 12noon,Charlie Terrell,Pantry,1449 W. 51st Street,Chicago,60609,"60609,60621,60636",20,11,6,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00477,A00021,North Lawndale,PANTRY,Our Lady of Lourdes: Keeler,,Father Ray,,1444 S. Keeler,Chicago,60623,,24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,PY00481,A00812,North Lawndale,PANTRY,St. Agatha's Food Pantry,Tuesday: 9:00 am - 11:00 am,Refoncia McGowan,General Public Food Pantry. Clients can visit every week. ID Required.,3147 W Douglas Blvd,Chicago,60623,N: Roosevelt; S: Ogden; E: Albany; W: Homan,24,2,9,5,7,"30,935","35,413","33,447","43,015",,"5,365","5,366","5,434","4,579",,0,0,0,0,,
INACTIVEFB,PY00487,A01011,East Garfield Park,PANTRY,Monroe Church of Christ,Tuesdays from 10 a.m. to 12 p.m.,Linda Pinson,Public pantry that serves low or no income individuals.,3300 West Monroe,Chicago,60624,,28,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,PY00490,A00521,Humboldt Park,PANTRY,Mission of Christ Lutheran Ch,Friday: 10:00 am - 12:00 pm,Michael Webb,General Public Food Pantry. Clients can visit once a month. ID Required.,1345 N Karlov Ave,Chicago,60651,N: North Ave (1600); S: Chicago (800); E: Central Park (3600); W: Cicero (4800),26,8,4,2,7,"70,965","72,078","64,753","68,502",,"8,373","9,447","6,715","5,184",,0,0,0,0,,
ACTIVE,PY00493,A00235,East Garfield Park,PANTRY,Breakthrough Urban Ministries,Tuesday: 3:00 pm-7:00 pm; Thursday: 10:00 am-2:00 pm; Saturday: 10:00 am-2:00 pm,Valerie Davenport,General Public Food Pantry. Clients can visit once a month. ID Required.,3334 W Carroll Ave,Chicago,60624,Zip Codes 60612 and 60624,28,1,10,5,7,"161,269","261,579","343,533","475,723",,"23,095","24,380","25,690","29,024",,0,0,0,0,,
INACTIVEFB,PY00496,A01035,West Garfield Park,PANTRY,Praise Temple of Restoration,Open Tuesdays 4:00-6:00 pm,Angelic Baldwin,General Public Pantry,4244 W. Madison,Chicago,60624,Zip Code 60624,28,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00499,A01037,Chicago Lawn,PANTRY,"Youth Advantage, Inc.",Thursdays: 3:30-5:30pm,Michelle Anderson,General Public Food Pantry,3214 W 63rd Pl,Chicago,60629,Cook County,17,7,1,1,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,PY00500,A01038,West Englewood,PANTRY,Gethsemane COGIC,Wednesday: 11:00 am - 1:00 pm,Debra McCarthy,General Public Food Pantry. Clients can visit once a week. ID Required.,6959 S Elizabeth St,Chicago,60636,Cook County,6,2,32,16,7,"153,338","172,876","95,369",0,,"31,370","34,689","17,832",0,,0,0,0,0,,
INACTIVEFB,PY00507,A01053,North Lawndale,PANTRY,City of Refuge Ministries,Fridays 10:00 a.m. - 12:00 p.m.,Linda Massenburg,General Public Pantry,1444 S Keeler Ave,Chicago,60623,60623,24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,PY00513,A01104,Humboldt Park,PANTRY,Old St. Paul M.B. Church,Tuesdays: 10:00-12:00pm,Lucille Jones & Pastor Paul,General Food Public Pantry,531 N. Kedzie,Chicago,60612,"Zip Codes: 60612,60624,60639,60623",27,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,PY00517,A01116,Austin,PANTRY,Hope Food Pantry,Friday: 12:00 pm - 2:00 pm,Yvonne Johnson,General Public Food Pantry. Clients can visit once a month. ID Required.,5912 W Iowa St,Chicago,60651,Zip Codes: 60644 and 60651,29,1,78,39,7,"154,219","138,958","96,922","109,621",,"22,478","16,380","11,520","8,498",,0,0,0,0,,
ACTIVE,PY00518,A01117,West Garfield Park,PANTRY,Keystone Baptist Church,1st and 3rd Saturday: 11:00 am - 1:00 pm,Rita Gilbert,General Public Food Pantry. Clients can visit twice a month. No ID Requested,4035 W Maypole Ave,Chicago,60624,Cook County,28,1,10,5,7,"94,652","78,794","68,723","83,372",,"5,833","4,759","4,181","3,690",,0,0,0,0,,
INACTIVEFB,PY00524,A01126,Englewood,PANTRY,Chicago City Church,,Charlene Luffman,General Pantry,5501 S. La Salle,Chicago,60609,,3,2,5,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00528,A01133,West Garfield Park,PANTRY,Holy Gates of Zion M.B.C.,Wednesday: 5:00 pm - 7:00 pm,Melva Matthews,General Public Food Pantry.,1005 N Pulaski Rd,Chicago,60651,"Chicago (S) to Division (N), Hamlin (E) to Kostner (W)",24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00532,A01139,Near West Side,PANTRY,MYSI Corporation,"Monday, Wednesday, and Friday: 10:00 am - 3:00 pm",Jeborrah Perkins,General Public Food Pantry. Clients can visit once a month. ID Required.,954 W Washington Blvd Ste 4E,Chicago,60607,"Zip Codes: 60607, 60608 and 60609",27,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00534,A01151,Austin,PANTRY,Chetwyn Rodgers Drive,Tuesday: 7:30 pm - 9:30 pm,Curtis Rodgers,General Public Food Pantry,25 N Cicero Ave,Chicago,60644,"N: North Ave - S: Roosvelt, W: Austin - E: Kostner",28,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,PY00536,A01153,Austin,PANTRY,Star of David Outreach,Thursday: 11:30 am - 1:30 pm,Jimmie Walker,General Public Food Pantry. Clients can visit four times a month. ID Required.,5334 W North Ave,Chicago,60639,N: Fullerton; S: Lake St; E: Cicero Ave; W: Austin Blvd,37,1,8,4,7,"50,611","42,421","66,849","97,180",,"11,077","6,561","9,712","10,298",,0,0,0,0,,
ACTIVE,PY00538,A00039,North Lawndale,PANTRY,A Safe Haven Foundation: PY,Wednesday: 10:00 am - 1:00 pm,Calvin Hawkins,General Public Food Pantry. Clients can visit four times a month. ID Required.,2750 W Roosevelt Rd,Chicago,60608,"Zip Codes:  60608, 60612, 60623, and 60624",28,2,9,5,7,"165,537","165,616","223,456","271,798",,"30,741","33,768","30,858","39,863",,0,0,0,0,,
ACTIVE,PY00539,A01155,North Lawndale,PANTRY,Harmony Comm. Baptist Church,Wednesday: 11:00 am - 1:00 pm,Diane Carioscio,General Public Food Pantry. Clients can visit twice a month. ID Required.,1908 S Millard Ave,Chicago,60623,Cook County,24,2,9,5,7,"469,706","427,512","485,643","645,071",,"57,120","59,527","56,768","53,574",,0,0,0,0,,
ACTIVE,PY00543,A01171,Near West Side,PANTRY,TSA: Chicago Temple,Tuesday and Thursday: 11:00 am – 1:00 pm,Lula Gilliand,General Public Food Pantry. Clients can visit once a month. ID Required.,1 N Ogden Ave,Chicago,60607,"Zip Codes: 60601, 60602, 60603, 60604, 60605, 60606, 60607, 60610, 60611 and 60660",27,2,9,5,7,"14,765","22,446","13,934","19,389",,638,711,572,591,,0,0,0,0,,
INACTIVEFB,PY00556,A01211,East Garfield Park,PANTRY,True Tabernliacle Ministries,Saturday: 4:00-6:00pm (Emergency only 2nd Saturday from: 3:00-4:00pm),Mary Porter,General Public Food Pantry,2843 W Harrison St,Chicago,60612,No Boundaries,28,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,PY00558,A01215,Near South Side,PANTRY,Second Presbyterian Church,"Tuesday, Wednesday, Thursday, and Friday: 11:00 am - 1:00 pm",Anthony Ochiabutor,"Pantry serves specialized bags for homeless, will serve anyone in need. Clients can visit twice a month.",1936 S Michigan Ave,Chicago,60616,Cook County - Bags for homeless people,3,2,5,3,7,"7,742","4,073","2,846","11,247",,"5,846","6,208","5,561","9,552",,0,0,0,0,,
INACTIVEFB,PY00559,A01217,East Garfield Park,GCFD-MP,Walls Memorial,3rd Tuesday: 3:30 pm,Shirley Hollingsworth,Mobile Pantry Program,200 S Sacramento Blvd,Chicago,60612,Cook County,28,2,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00566,A01217,Humboldt Park,GCFD-MP,Our Lady of the Angels,Every 1st Saturday: 10:00 am - 12:00 pm,Father Bob,MOBILE PANTRY,824 N Hamlin Ave,Chicago,60651,Cook County,27,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00567,A01222,Austin,PANTRY,Gospel Truth Life Food Pantry,Saturday: 9:00 am - 11:00 am,Bernina Anderson,Gerneral Public Food Pantry,1140 N Lamon Ave,Chicago,60651,No Boundaries,37,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,PY00571,A01230,Oak Park,PANTRY,New Life Christian Fellowship,Tuesday: 11:00 am - 1:00 pm,John Bitakis,General Public Food Pantry. Clients can visit once a month. ID Required.,6235 W North Ave,Oak Park,60302,Division to Cortland; Ridgeland to Central,,1,78,39,7,"16,527","30,123","24,177","21,363",,945,"3,677","3,818","4,416",,0,0,0,0,,
ACTIVE,PY00581,A01261,North Lawndale,PANTRY,Manna Food Pantry,Monday: 1:00 pm - 3:00 pm,Elder Marcus Beckham,General Public Food Pantry. Clients can visit every week. ID Required.,1230 S Millard Ave,Chicago,60623,Cook County,24,2,9,5,7,"67,298","67,578","85,771","82,574",,"13,808","14,217","11,963","9,231",,0,328,0,0,,
INACTIVEAG,PY00583,A01265,Austin,PANTRY,St. Mark ICC - Food Pantry,Tuesday: 10:00 am - 12:00 pm,Deborrah Blake,General Public Food Pantry. Clients can visit twice a month. ID Required.,832 N Leclaire Ave,Chicago,60651,Cook County,37,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,PY00587,A01291,Austin,PANTRY,United Mission in Christ Ch.,Friday: 6:30 pm - 8:30 pm,Lestor White,General Public Food Pantry. Clients can visit once a month. ID Required.,1500 N Mason Ave,Chicago,60651,Austin Community Area,29,1,78,39,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,PY00591,A01298,Austin,PANTRY,First New Life Baptist Church,Friday: 10:00 am - 12:00 pm,Debra Taylor,General Public Food Pantry. Clients can visit twice a month. ID Required.,900 N Waller Ave,Chicago,60651,"Zip Codes: 60644, 60651 and 60639",29,1,8,4,7,"143,652","79,701",0,0,,"26,798","12,172",0,0,,0,0,0,0,,
ACTIVE,PY00600,A01309,New City,PANTRY,"NTO-OTONG Association USA, Inc",Tuesday: 10:00 am - 12:00 pm,Veronica Akpan,General Public Food Pantry. Clients can visit twice a month. ID Required.,1809 W 51st St,Chicago,60609,Zip Code: 60609 and 60636,16,11,6,3,7,"351,584","498,192","307,519","355,398",,"28,008","43,639","28,887","26,314",,0,0,0,0,,
INACTIVEFB,PY00602,A01311,Maywood,PANTRY,Open Hands (Minds) Foundation,Wednesday: 5:00 pm - 7:00 pm,John Sconiers,General Public Food Pantry. ID Required Emergency by appointment only.,100 Hugh Muir Ln,Maywood,60153,"Maywood, Bellwood, Broadview and Melrose Park",,16,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,PY00604,A01321,Englewood,PANTRY,Shepherd's Hope,Tuesday and Thursday: 10:00 am - 2:00 pm,Brian Anderson,General Public Food Pantry. Clients can visit twice a month. ID Required.,5732 S Lowe Ave,Chicago,60621,Cook County,20,2,6,3,7,"648,365","451,170","428,142","534,220",,"81,038","77,808","63,482","50,520",,0,0,0,0,,
INACTIVEFB,PY00613,A01353,Austin,PANTRY,Westside Youth Council Cmte,Thursday: 11:00 am – 1:00 pm,Chubby Rover,General Public Food Pantry. Clients can visit once a month. ID Required.,5237 W Lake St,Chicago,60644,,37,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00614,A01354,Austin,PANTRY,Greater St. John C.O.G.I.C.,Saturday: 10:00 am - 12:00 pm,Alma Funches,General Public Food Pantry. Clients can visit four times a month. ID Required.,5701 W Midway Park,Chicago,60644,Cook County,29,1,78,39,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,PY00620,A01368,Maywood,PANTRY,"Vision of Restoration, Inc.","Tuesday: 9:00 am - 11:00; Emerg hrs: M 10-3, T 12-3, W & Th 10-3, F 10 am-12 pm",Larry James,General Public Food Pantry. Clients can visit once a month. ID Required.,1405 Madison St,Maywood,60153,Proviso Township,,1,7,4,7,"140,572","138,960","190,027","205,250",,"17,809","17,605","17,403","14,587",,0,0,0,0,,
ACTIVE,PY00623,A01379,Near West Side,PANTRY,Pilgrim Rest M.B.C.,"4th Wednesday and 1st, 2nd, 3rd Saturday: 12:00 pm - 2:00 pm",Lionel Jackson,General Public Food Pantry. Clients can visit four times a month. ID Required.,1901 W Washington Blvd,Chicago,60612,N: Roosevelt; S: Chicago; E: Pulaski; W: Halsted,27,2,10,5,7,"79,929","81,810","59,333","72,700",,"8,331","7,005","5,244","4,972",,0,0,0,0,,
INACTIVEFB,PY00637,A01389,West Garfield Park,PANTRY,Road to Righteousness,Saturday: 10:00 am - 12:00 pm,Samantha Bates,General Public Food Pantry. ID Required.,4332 W Madison St,Chicago,60624,Cook County,28,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
ACTIVE,PY00644,A01399,Austin,PANTRY,Christ Evangelical Lutheran Ch,Saturday: 8:00 am - 10:00 am,Marva Newman,General Public Food Pantry. Clients can visit once a month. No ID Required.,1511 N Long Ave,Chicago,60651,Cook County,37,1,8,4,7,"61,436","60,730","62,201","92,920",,"11,245","6,949","6,221","5,177",,0,0,0,0,,
INACTIVEFB,PY00656,A01421,Maywood,PANTRY,Proviso Leyden Council for,Friday: 5:00 pm - 7:00 pm,Evelyn Coker,Closed program for residents in the Proviso Leyden Township. Registration is required.,411 Madison St,Maywood,60153,Closed Program for Proviso Leyden Township,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00659,A01423,Grand Boulevard,PANTRY,African American Leadership,Thursday: 3:00 pm - 5:00 pm,Janice Sidney,General Public Food Pantry. Clients can visit once a week. ID Required.,4100 S Martin Luther King Dr,Chicago,60653,S:Bronzeville:N:26; S:55;W:Dan Ryan;E:Lake Pk(not Kenwood/Hyde Pk);Woodlawn/Washington Pk: S:S Chicago;W:Dan Ryan;E:Stony Island(not UNV of Ch Campus),3,3,5,3,7,"32,749","22,037",0,0,,"3,572","3,698",0,0,,20,0,0,0,,
ACTIVE,PY00665,A01434,West Englewood,PANTRY,Kingdom Builders Christian Cen,Tuesday: 4:30 pm - 6:30 pm,Sam McCaskill,General Public Food Pantry. Clients can visit once a week. ID Required.,1648 W 63rd St,Chicago,60636,Zip code: 60636,15,2,6,3,7,"109,519","158,286","183,975","154,065",,"51,796","30,980","31,018","14,873",,0,0,0,0,,
ACTIVE,PY00666,A01435,Near South Side,PANTRY,South Loop Community Church,Saturday: 9:00 am - 11:00 am,Yvette Brandes,"General Public Food Pantry. Clients can visit once a month. ID Required.",1347 S State St,Chicago,60605,Cook County,3,2,5,3,7,"35,628","185,222","107,272","169,849",,"5,558","7,558","7,456","8,876",,156,0,115,0,,
ACTIVE,PY00672,A01440,West Garfield Park,PANTRY,Care and Share Food Pantry,Saturday: 10:00 am - 12:00 pm,Georgia Ford,"General Public Food Pantry. Clients can visit once a month. ID Required.",4520 W Washington Blvd,Chicago,60624,Cook County,28,1,10,5,7,"6,752","38,245","52,502","69,066",,"3,476","6,719","6,163","5,852",,0,0,0,72,,
ACTIVE,PY00677,A01444,North Lawndale,PANTRY,Greater Rose Hill MB Church/,Thursday: 3:00 pm - 5:00 pm,Birdia Jenkins,General Public Food Pantry. Clients can visit once a week. ID Required.,1200 S Troy St,Chicago,60612,Cook County,24,2,9,5,7,"116,290","123,675","185,232","185,960",,"10,544","15,011","17,737","12,198",,0,0,0,0,,
ACTIVE,PY00680,A01448,Washington Park,PANTRY,Coppin Community Center,Monday: 4:00pm - 6:00pm,Frankie Parham,General Public Food Pantry. Clients can visit once a week. ID Required.,5627 S Michigan Ave,Chicago,60637,"Zip Codes: 60637, 60615, and 60621",20,2,5,3,7,"50,140","134,966","277,254","313,088",,"5,926","12,809","25,294","20,463",,0,0,0,0,,
INACTIVEAG,PY00681,A01449,Washington Park,PANTRY,Gorham United Methodist Ch.,Thursday: 4:30 pm - 6:30 pm,Esther Shelton-Smith,General Public Food Pantry. Clients can visit once a week. ID Required.,5600 S Indiana Ave,Chicago,60637,Cook County,20,2,5,3,7,0,0,0,0,,0,0,0,63,,0,0,0,0,,
INACTIVEAG,PY00683,A01450,New City,PANTRY,Haske Rasuloolah Center,,Wahabi Tijani,,4819 S Ashland Ave,Chicago,60628,,20,7,6,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00695,A01464,West Garfield Park,PANTRY,Restoration Outreach Min.,Wednesday: 4:00 pm - 6:00 pm,Curtis Britt,General Public Food Pantry. Clients can visit once a week. ID Required.,813 S Pulaski Rd,Chicago,60624,Zip Code: 60624,24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,PY00696,A01465,North Lawndale,PANTRY,Tiberia Baptist Church,Saturday: 10:00 am - 12:00 pm,Kajaria Johnson,General Public Food Pantry. Clients can visit once a month. ID Required.,3906 W Roosevelt Rd 2 Fl,Chicago,60624,Cook County,24,2,9,5,7,"3,776","48,733","16,380",0,,221,"5,521","2,801",0,,0,0,0,0,,
